"","Prior","P1.Alg","P2.Alg","Time.Horizon","Agent.Alg","Market.Share.for.P1","P1.Regret","P2.Regret","Abs.Delta.Regret","Memory.Size"
"3812","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.628285714285714,0.000136425648021828,0.00645657186779399,0.00632014621977217,1000
"3813","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.7323,8.19336337566571e-05,0.00635039223010832,0.00626845859635166,1000
"3814","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.771666666666667,6.47948164146868e-05,0.00642335766423357,0.00635856284781888,1000
"3815","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.8116,4.92853622474125e-05,0.0065109695682944,0.00646168420604698,1000
"3816","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.044,0.2,0.00690376569037657,0.193096234309623,1000
"3817","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0323333333333333,0.2,0.00737168446434721,0.192628315535652,1000
"3818","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0296,0.2,0.00671887881286066,0.193281121187139,1000
"3819","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0288571428571429,0.2,0.00656075316269492,0.193439246837305,1000
"3820","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0289,0.166782006920416,0.00634332200597264,0.160438684914443,1000
"3821","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0280833333333333,0.143026706231454,0.00632770299236907,0.136699003239085,1000
"3822","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.026,0.123589743589744,0.00628336755646822,0.117306376033276,1000
"3823","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.028,0.0214285714285714,0.00596707818930041,0.015461493239271,1000
"3824","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0363333333333333,0.0055045871559633,0.00698720166032513,0.00148261450436183,1000
"3825","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0692,0.00173410404624277,0.00683283197249676,0.00509872792625399,1000
"3826","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0562857142857143,0.00152284263959391,0.00702391765062067,0.00550107501102676,1000
"3827","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0476,0.00126050420168067,0.00703485930281399,0.00577435510113331,1000
"3828","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0425,0.00117647058823529,0.0071192341166232,0.00594276352838791,1000
"3829","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.039,0.00102564102564103,0.00703433922996884,0.00600869820432782,1000
"3830","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.024,0.00833333333333333,0.00737704918032787,0.000956284153005459,1000
"3831","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0426666666666667,0.0015625,0.00668523676880222,0.00512273676880222,1000
"3832","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0374,0.00106951871657754,0.00693953874922085,0.00587002003264331,1000
"3833","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.19,0.000150375939849624,0.00691358024691358,0.00676320430706396,1000
"3834","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.4255,4.70035252643948e-05,0.0069277632724108,0.0068807597471464,1000
"3835","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.516333333333333,3.22788896061975e-05,0.00696071674707099,0.00692843785746479,1000
"3836","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.6088,2.19010074463425e-05,0.00698704839809135,0.00696514739064501,1000
"3837","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.026,0.0384615384615384,0.00718685831622177,0.0312746801453167,1000
"3838","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0253333333333333,0.0131578947368421,0.00649794801641586,0.00665994672042625,1000
"3839","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0236,0.00847457627118644,0.00655469070053255,0.00191988557065389,1000
"3840","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0235714285714286,0.00606060606060606,0.00632040965618143,0.000259803595575371,1000
"3841","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0235,0.00425531914893617,0.00643113159242195,0.00217581244348578,1000
"3842","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0236666666666667,0.00352112676056338,0.00646978490952548,0.0029486581489621,1000
"3843","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.0238,0.00280112044817927,0.00647408317967635,0.00367296273149708,1000
"3844","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.022,0.190909090909091,0.0198364008179959,0.171072690091095,1000
"3845","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0203333333333333,0.19672131147541,0.0106839060905069,0.186037405384903,1000
"3846","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0236,0.198305084745762,0.00860303154444901,0.189702053201313,1000
"3847","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0241428571428571,0.198816568047337,0.00808080808080812,0.190735759966529,1000
"3848","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0246,0.199186991869919,0.00754562230879644,0.191641369561123,1000
"3849","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0253333333333333,0.199342105263159,0.00747264021887831,0.191869465044281,1000
"3850","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.0252666666666667,0.199472295514513,0.00744135148074694,0.192030944033766,1000
"3851","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.025,0.144,0.00471794871794872,0.139282051282051,1000
"3852","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0266666666666667,0.1825,0.00547945205479451,0.177020547945205,1000
"3853","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0274,0.18978102189781,0.00604565083281923,0.183735371064991,1000
"3854","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0288571428571429,0.193069306930693,0.006090026478376,0.186979280452317,1000
"3855","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0279,0.194982078853047,0.00615163049069029,0.188830448362357,1000
"3856","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0286666666666667,0.195930232558141,0.00634866163349352,0.189581570924647,1000
"3857","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.0276,0.196618357487924,0.00633484162895933,0.190283515858965,1000
"3858","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.036,0.00555555555555555,0.0062240663900415,0.000668510834485943,1000
"3859","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.028,0.00238095238095238,0.0064471879286694,0.00406623554771702,1000
"3860","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0352,0.00113636363636364,0.00642620232172469,0.00528983868536106,1000
"3861","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.220714285714286,0.000129449838187702,0.00637946837763519,0.00625001853944749,1000
"3862","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.4479,4.46528242911364e-05,0.00655678319145082,0.00651213036715968,1000
"3863","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.518833333333333,3.2123353678124e-05,0.00644267405611361,0.00641055070243549,1000
"3864","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.609666666666667,2.18698742482231e-05,0.00638770281810418,0.00636583294385596,1000
"3865","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.021,0.2,0.0093973442288049,0.190602655771195,1000
"3866","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0253333333333333,0.134210526315789,0.00813953488372091,0.126070991432069,1000
"3867","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.027,0.0755555555555555,0.00785200411099692,0.0677035514445586,1000
"3868","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.029,0.0502463054187192,0.00717963807562162,0.0430666673430976,1000
"3869","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0279,0.0365591397849462,0.00676885094126123,0.029790288843685,1000
"3870","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0271666666666667,0.0312883435582822,0.00678430700702421,0.024504036551258,1000
"3871","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.0268666666666667,0.0253101736972705,0.0065629923956978,0.0187471813015727,1000
"3872","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.054,0.0037037037037037,0.00676532769556026,0.00306162399185655,1000
"3873","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.494666666666667,0.000134770889487871,0.00620052770448549,0.00606575681499762,1000
"3874","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.568,7.04225352112676e-05,0.0073148148148148,0.00724439227960354,1000
"3875","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.681571428571429,4.19199329281073e-05,0.00735755944369671,0.00731563951076861,1000
"3876","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.7147,2.798376941374e-05,0.00694006309148264,0.0069120793220689,1000
"3877","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.655666666666667,2.5419420437214e-05,0.00667957405614713,0.00665415463570991,1000
"3878","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.7086,1.88164455734312e-05,0.00677190574239303,0.0067530892968196,1000
"3879","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.027,0.037037037037037,0.00616649537512847,0.0308705416619086,1000
"3880","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0276666666666667,0.0120481927710843,0.00658210490229687,0.00546608786878747,1000
"3881","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0276,0.0072463768115942,0.00645824763471821,0.000788129176875995,1000
"3882","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0285714285714286,0.005,0.0063529411764706,0.0013529411764706,1000
"3883","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.305,0.000327868852459016,0.00647482014388491,0.00614695129142589,1000
"3884","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.416333333333333,0.000200160128102482,0.00651056539120504,0.00631040526310256,1000
"3885","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.5268,0.000126550240445457,0.00656522964215274,0.00643867940170728,1000
"3886","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.033,0.0181818181818182,0.00723888314374354,0.0109429350380746,1000
"3887","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.081,0.00246913580246914,0.00768951759158504,0.00522038178911591,1000
"3888","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.3352,0.00035799522673031,0.00746089049338145,0.00710289526665114,1000
"3889","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.248285714285714,0.000345224395857307,0.00710756366400608,0.00676233926814877,1000
"3890","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.1851,0.000324149108589951,0.00689655172413796,0.00657240261554801,1000
"3891","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.158166666666667,0.000316122233930453,0.00698871510591967,0.00667259287198921,1000
"3892","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.152866666666667,0.000261665939816834,0.00684661997324315,0.00658495403342632,1000
"3893","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.03,0.02,0.00597938144329897,0.014020618556701,1000
"3894","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0256666666666667,0.00779220779220779,0.00656859391036605,0.00122361388184174,1000
"3895","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0272,0.00441176470588235,0.00633223684210525,0.0019204721362229,1000
"3896","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0274285714285714,0.003125,0.0064629847238543,0.0033379847238543,1000
"3897","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0259,0.00231660231660232,0.00659069910686792,0.0042740967902656,1000
"3898","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.134083333333333,0.000372902423865755,0.00650562987200466,0.00613272744813891,1000
"3899","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.112666666666667,0.000355029585798816,0.00649135987978968,0.00613633029399087,1000
"3900","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.026,0.192307692307692,0.00410677618069815,0.188200916126994,1000
"3901","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0256666666666667,0.197402597402597,0.00533698255217242,0.192065614850425,1000
"3902","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0256,0.1984375,0.00644499178981936,0.19199250821018,1000
"3903","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0254285714285714,0.198876404494382,0.00671357373204341,0.192162830762338,1000
"3904","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0254,0.199212598425198,0.00679253026882828,0.192420068156369,1000
"3905","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0244166666666667,0.199317406143346,0.00676518322371236,0.192552222919633,1000
"3906","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.0246666666666667,0.199459459459461,0.0065618591934382,0.192897600266023,1000
"3907","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.023,0.191304347826087,0.00696008188331628,0.184344265942771,1000
"3908","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.024,0.197222222222222,0.00655737704918032,0.190664845173042,1000
"3909","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.027,0.198518518518518,0.00711202466598149,0.191406493852537,1000
"3910","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0255714285714286,0.198882681564246,0.00683184283829352,0.192050838725952,1000
"3911","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.027,0.19925925925926,0.00663926002055502,0.192619999238705,1000
"3912","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.02575,0.199352750809063,0.00704815670173643,0.192304594107326,1000
"3913","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.0257333333333333,0.199481865284976,0.00677432598877794,0.192707539296198,1000
"3914","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.022,0.190909090909091,0.00593047034764826,0.184978620561443,1000
"3915","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0223333333333333,0.197014925373134,0.0064780088646437,0.19053691650849,1000
"3916","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0236,0.198305084745762,0.00598115526423595,0.192323929481526,1000
